drug,event,is_anomaly,anomaly_score,count,prr,death_rate
Crizotinib,Oesophageal disorder,Yes,0.6103,1,43.768,0.0%
Crizotinib,Eructation,No,0.4622,1,4.862,0.0%
Crizotinib,Muscle abscess,No,0.4195,1,0.000,0.0%
Crizotinib,Blood potassium decreased,No,0.4756,2,1.989,0.0%
Crizotinib,Face oedema,No,0.4459,1,3.366,0.0%
Crizotinib,Oesophageal pain,Yes,0.5951,2,43.803,0.0%
Crizotinib,Inflammation,No,0.4582,2,3.649,0.0%
Crizotinib,Cardiac disorder,No,0.3654,1,0.875,0.0%
Crizotinib,Weight increased,No,0.4503,2,1.367,0.0%
Crizotinib,Renal impairment,No,0.4383,5,1.939,0.0%
Crizotinib,Memory impairment,No,0.4746,3,2.305,0.0%
Crizotinib,Heart rate decreased,Yes,0.5131,2,6.256,0.0%
Crizotinib,Drug ineffective,No,0.4615,2,0.325,0.0%
Crizotinib,Generalised tonic-clonic seizure,No,0.4535,2,17.520,0.0%
Crizotinib,Posterior reversible encephalopathy syndrome,Yes,0.5425,6,10.982,33.3%
Crizotinib,Faecal incontinence,No,0.4209,2,10.949,0.0%
Crizotinib,Deep vein thrombosis,Yes,0.5062,6,2.437,16.7%
Crizotinib,Obstructive airways disorder,No,0.3968,1,10.941,0.0%
Crizotinib,Toothache,No,0.4743,1,7.294,0.0%
Crizotinib,Chest pain,No,0.4861,4,0.972,0.0%
Crizotinib,Flatulence,No,0.4770,2,1.483,0.0%
Crizotinib,Vertigo,No,0.4756,2,1.989,0.0%
Crizotinib,Abdominal pain upper,Yes,0.5023,6,1.511,16.7%
Crizotinib,Kidney infection,No,0.3791,1,7.294,0.0%
Crizotinib,Renal failure,No,0.4208,4,0.849,25.0%
Crizotinib,Pollakiuria,No,0.4467,1,1.121,0.0%
Crizotinib,Product quality issue,No,0.4448,1,2.735,0.0%
Crizotinib,Product physical issue,Yes,0.4974,1,10.941,0.0%
Crizotinib,Hepatitis,No,0.4510,1,0.930,0.0%
Crizotinib,Drug intolerance,No,0.4962,3,1.621,0.0%
Crizotinib,Neuroblastoma,Yes,0.5733,2,0.000,100.0%
Crizotinib,Ovarian cancer,No,0.4459,1,3.366,0.0%
Crizotinib,Impaired gastric emptying,Yes,0.5319,3,26.301,0.0%
Crizotinib,Metastases to bone,No,0.4345,1,0.643,100.0%
Crizotinib,Malignant neoplasm progression,No,0.4607,3,0.189,66.7%
Crizotinib,Lymphopenia,No,0.3689,1,1.508,0.0%
Crizotinib,Oedema,No,0.4863,5,2.775,40.0%
Crizotinib,Hypoproteinaemia,No,0.3968,1,10.941,0.0%
Crizotinib,Hepatotoxicity,No,0.4395,4,4.384,0.0%
Crizotinib,Weight decreased,No,0.4490,5,0.803,0.0%
Crizotinib,Renal cyst,No,0.4324,1,5.470,100.0%
Crizotinib,Haemorrhage,No,0.4345,1,0.643,100.0%
Crizotinib,Aspartate aminotransferase increased,No,0.4845,4,1.041,0.0%
Crizotinib,Alanine aminotransferase increased,No,0.4881,5,1.229,0.0%
Crizotinib,Abdominal pain,No,0.4265,4,0.511,25.0%
Crizotinib,Lung infection,No,0.3676,1,0.683,0.0%
Crizotinib,Hepatocellular injury,No,0.3683,1,1.620,0.0%
Crizotinib,Thrombocytopenia,No,0.4323,4,0.375,25.0%
Crizotinib,Throat tightness,No,0.4448,1,2.735,0.0%
Crizotinib,Odynophagia,No,0.4690,1,5.470,0.0%
Crizotinib,Tongue disorder,Yes,0.5141,1,14.589,0.0%
Crizotinib,Transaminases increased,No,0.4513,4,2.656,25.0%
Crizotinib,Nasopharyngitis,No,0.4642,3,1.582,0.0%
Crizotinib,Muscle spasms,No,0.3802,1,0.307,0.0%
Crizotinib,General physical health deterioration,No,0.4414,5,1.500,60.0%
Crizotinib,Insomnia,No,0.4920,5,1.335,0.0%
Crizotinib,Amnesia,No,0.4461,1,1.683,0.0%
Crizotinib,Arthralgia,No,0.4928,2,0.337,0.0%
Crizotinib,Cardio-respiratory arrest,No,0.4314,1,1.989,100.0%
Crizotinib,Gastrooesophageal reflux disease,Yes,0.5017,6,4.390,0.0%
Crizotinib,Ileus,No,0.4232,3,4.533,0.0%
Crizotinib,Pruritus,No,0.4819,4,0.672,0.0%
Crizotinib,Brain stem haemorrhage,No,0.4195,1,0.000,0.0%
Crizotinib,Speech disorder,No,0.3692,1,0.616,0.0%
Crizotinib,Nystagmus,No,0.3968,1,10.941,0.0%
Crizotinib,Respiratory disorder,No,0.3690,1,1.989,0.0%
Crizotinib,Osteomyelitis,No,0.4137,1,1.823,100.0%
Crizotinib,Oral mucosal blistering,No,0.4459,1,3.366,0.0%
Crizotinib,Petechiae,No,0.4446,1,2.083,0.0%
Crizotinib,Interstitial lung disease,No,0.4375,5,1.343,20.0%
Crizotinib,Lung cancer metastatic,No,0.4622,1,4.862,0.0%
Crizotinib,Febrile neutropenia,No,0.3775,1,0.090,0.0%
Crizotinib,Blood lactate dehydrogenase increased,No,0.4510,2,2.245,0.0%
Crizotinib,Hypocalcaemia,No,0.3655,1,0.930,0.0%
Crizotinib,Renal function test abnormal,No,0.3724,1,4.862,0.0%
Crizotinib,C-reactive protein increased,No,0.3640,1,1.093,0.0%
Crizotinib,Herpes zoster,No,0.3655,1,0.930,0.0%
Crizotinib,Femur fracture,No,0.3659,1,4.376,0.0%
Crizotinib,Hypovolaemia,No,0.3640,1,2.303,0.0%
Crizotinib,Swollen tongue,No,0.4459,1,3.366,0.0%
Crizotinib,Body temperature decreased,No,0.4495,1,3.978,0.0%
Crizotinib,Peripheral coldness,No,0.4480,1,3.647,0.0%
Crizotinib,Cerebral haemorrhage,No,0.3798,2,1.862,0.0%
Crizotinib,Periodontitis,No,0.3910,1,8.753,0.0%
Crizotinib,Tooth loss,No,0.3831,1,7.294,0.0%
Crizotinib,Dental caries,No,0.3779,1,5.470,0.0%
Crizotinib,Swelling face,No,0.4508,1,0.841,0.0%
Crizotinib,Skin exfoliation,No,0.4487,1,0.673,0.0%
Crizotinib,Eye swelling,No,0.4491,1,2.574,0.0%
Crizotinib,Subarachnoid haemorrhage,No,0.4240,2,12.514,0.0%
Crizotinib,Pneumothorax,No,0.4168,1,1.411,100.0%
Crizotinib,Ataxia,No,0.4207,1,3.366,100.0%
Crizotinib,Spleen disorder,No,0.4437,1,21.884,0.0%
Crizotinib,Prostatomegaly,No,0.3973,1,10.941,0.0%
Crizotinib,Cholelithiasis,No,0.3687,1,2.303,0.0%
Crizotinib,Metastases to central nervous system,No,0.3763,1,0.390,0.0%
Crizotinib,Thirst,No,0.3822,1,6.252,0.0%
Crizotinib,Blindness transient,No,0.4437,1,21.884,0.0%
Crizotinib,Haemorrhagic stroke,No,0.4435,1,7.294,100.0%
Crizotinib,Hemiplegia,No,0.4653,1,10.941,100.0%
Crizotinib,Venous thrombosis limb,No,0.4125,1,14.589,0.0%
Crizotinib,Ruptured cerebral aneurysm,Yes,0.5248,1,43.768,0.0%
Crizotinib,Barrett^s oesophagus,No,0.4240,1,0.000,0.0%
Crizotinib,Seizure,No,0.3654,1,0.911,0.0%
Crizotinib,Neutropenic colitis,No,0.3659,1,4.376,0.0%
Crizotinib,Hyperkalaemia,No,0.4290,1,1.411,100.0%
Crizotinib,Adverse drug reaction,No,0.3748,1,0.767,0.0%
Crizotinib,Visual brightness,Yes,0.5164,1,0.000,0.0%
Crizotinib,Palpitations,No,0.4515,1,0.810,0.0%
Crizotinib,Photopsia,Yes,0.6094,4,35.097,0.0%
Crizotinib,Vocal cord paralysis,No,0.3732,1,5.470,0.0%
Crizotinib,Increased bronchial secretion,No,0.4195,1,0.000,0.0%
Crizotinib,Epilepsy,No,0.3615,1,2.917,0.0%
Crizotinib,Anxiety,No,0.4833,2,0.866,0.0%
Crizotinib,Vasogenic cerebral oedema,No,0.4468,1,21.884,0.0%
Crizotinib,Loss of consciousness,No,0.3676,1,0.683,0.0%
Crizotinib,Enuresis,Yes,0.5248,1,43.768,0.0%
Crizotinib,Cyanosis,No,0.3968,1,10.941,0.0%
Crizotinib,Eye movement disorder,Yes,0.6036,2,43.803,0.0%
Crizotinib,Musculoskeletal stiffness,No,0.3613,1,1.823,0.0%
Crizotinib,Colitis,No,0.3688,1,0.208,0.0%
Crizotinib,Alveolar soft part sarcoma,Yes,0.5164,1,0.000,0.0%
Crizotinib,Renal disorder,No,0.4006,3,2.628,0.0%
Crizotinib,Coagulopathy,No,0.3682,1,3.647,0.0%
Crizotinib,Pneumocystis jirovecii pneumonia,No,0.4320,1,1.151,100.0%
Crizotinib,Hyperglycaemia,No,0.3874,2,1.067,0.0%
Crizotinib,Reflux gastritis,Yes,0.5164,1,0.000,0.0%
Crizotinib,Oesophageal candidiasis,No,0.4468,1,21.884,0.0%
Crizotinib,Sensation of foreign body,Yes,0.5141,1,14.589,0.0%
Crizotinib,Pharyngitis streptococcal,Yes,0.5476,1,21.884,0.0%
Crizotinib,Blood creatinine increased,No,0.3799,1,0.236,0.0%
Crizotinib,Respiratory failure,No,0.4830,4,1.167,100.0%
Crizotinib,Renal haematoma,No,0.4240,1,0.000,0.0%
Crizotinib,Perinephritis,No,0.4240,1,0.000,0.0%
Crizotinib,Gastrointestinal disorder,No,0.4804,2,1.326,0.0%
Crizotinib,Breath sounds abnormal,No,0.4743,1,7.294,0.0%
Crizotinib,Organising pneumonia,No,0.4324,1,5.470,100.0%
Crizotinib,Foreign body,Yes,0.5164,1,0.000,0.0%
Crizotinib,Blood creatine phosphokinase increased,No,0.4449,1,1.823,0.0%
Crizotinib,Acute myocardial infarction,No,0.4289,1,2.083,100.0%
Crizotinib,Bronchitis,No,0.3653,1,0.795,0.0%
Crizotinib,Bacterial sepsis,No,0.4478,1,6.252,100.0%
Crizotinib,Pancytopenia,No,0.3981,2,0.391,0.0%
Crizotinib,Bone marrow failure,No,0.3762,1,0.408,0.0%
Crizotinib,Aplastic anaemia,No,0.3822,1,6.252,0.0%
Crizotinib,Neck mass,No,0.4712,1,10.941,100.0%
Crizotinib,Acne,No,0.4501,1,0.729,0.0%
Crizotinib,Hallucination,No,0.3918,2,5.152,0.0%
Crizotinib,Dyspnoea exertional,No,0.4198,1,1.067,100.0%
Crizotinib,Generalised oedema,No,0.4209,1,3.126,100.0%
Crizotinib,Semen discolouration,Yes,0.5164,1,0.000,0.0%
Crizotinib,Blood potassium increased,No,0.4491,1,2.574,0.0%
Crizotinib,Convulsion,No,0.3817,2,1.509,0.0%
Crizotinib,Pneumonia cytomegaloviral,No,0.4653,1,10.941,100.0%
Crizotinib,Hemiparesis,No,0.3687,1,2.303,0.0%
Crizotinib,Gait disturbance,No,0.3903,2,0.825,0.0%
Crizotinib,Muscle strain,Yes,0.5476,1,21.884,0.0%
Crizotinib,Proctitis,No,0.3968,1,10.941,0.0%
Crizotinib,Lower gastrointestinal haemorrhage,No,0.3732,1,6.252,0.0%
Crizotinib,Yellow skin,No,0.3910,1,8.753,0.0%
Crizotinib,Photophobia,No,0.4408,1,5.470,100.0%
Crizotinib,Toxicity to various agents,No,0.3802,1,0.301,0.0%
Crizotinib,Dysuria,No,0.4185,1,1.182,100.0%
Crizotinib,Hyperpyrexia,No,0.4435,1,7.294,100.0%
Crizotinib,Alveolitis,No,0.3968,1,10.941,0.0%
Crizotinib,Drug-induced liver injury,No,0.3634,1,1.367,0.0%
Crizotinib,Electrolyte imbalance,No,0.4137,1,1.823,100.0%
Crizotinib,Creatinine renal clearance decreased,No,0.4495,1,3.978,0.0%
Crizotinib,Clear cell sarcoma of soft tissue,No,0.4934,1,0.000,100.0%
Crizotinib,Pain in extremity,No,0.4249,1,0.209,100.0%
Crizotinib,Nasal congestion,No,0.4430,1,2.188,0.0%
Crizotinib,Mental status changes,No,0.4194,1,0.994,100.0%
Crizotinib,Osteonecrosis,No,0.3910,1,8.753,0.0%
Crizotinib,Mediastinitis,Yes,0.5248,1,43.768,0.0%
Crizotinib,Vertebral column mass,Yes,0.5248,1,43.768,0.0%
Crizotinib,Performance status decreased,No,0.3633,1,3.647,0.0%
Crizotinib,Iron deficiency anaemia,No,0.4743,1,7.294,0.0%
Crizotinib,Peripheral arterial occlusive disease,No,0.4822,1,8.753,0.0%
Crizotinib,Cardiac failure,No,0.4656,2,0.921,100.0%
Crizotinib,Coma hepatic,Yes,0.5155,1,21.884,100.0%
Crizotinib,Cardiac arrest,No,0.4348,1,0.683,100.0%
Crizotinib,Pericardial effusion,No,0.3727,1,0.673,0.0%
Crizotinib,Visual field defect,Yes,0.5141,1,14.589,0.0%
Crizotinib,Lower respiratory tract infection,No,0.3634,1,1.411,0.0%
Crizotinib,Cardiac tamponade,No,0.3636,1,3.978,0.0%
Crizotinib,Dementia,No,0.4300,2,12.514,0.0%
Crizotinib,Pericarditis,No,0.3632,1,2.188,0.0%
Crizotinib,Diverticular perforation,No,0.3973,1,10.941,0.0%
Crizotinib,Abasia,No,0.3683,1,2.188,0.0%
Crizotinib,Depressed level of consciousness,No,0.4209,1,2.574,100.0%
Crizotinib,Somnolence,No,0.3736,1,0.520,0.0%
Crizotinib,Lethargy,No,0.3733,1,0.972,0.0%
Crizotinib,Oesophageal food impaction,No,0.4240,1,0.000,0.0%
Crizotinib,Balance disorder,No,0.3737,1,0.875,0.0%
Crizotinib,Alopecia,No,0.3807,1,0.246,0.0%
Crizotinib,Dermatitis,No,0.3638,1,1.215,0.0%
Crizotinib,Glomerular filtration rate decreased,No,0.4542,1,4.376,0.0%
Crizotinib,Biliary tract infection,No,0.3732,1,6.252,0.0%
Crizotinib,Bile duct obstruction,No,0.3791,1,7.294,0.0%
Crizotinib,Erosive oesophagitis,No,0.3910,1,8.753,0.0%
Crizotinib,Liver disorder,No,0.4516,1,0.767,0.0%
Crizotinib,Thyroid function test abnormal,No,0.4822,1,8.753,0.0%
Crizotinib,Dysphonia,No,0.4467,1,1.182,0.0%
Paclitaxel,Type IV hypersensitivity reaction,No,0.4240,2,11.582,0.0%
Paclitaxel,Skin toxicity,No,0.3710,1,1.157,0.0%
Paclitaxel,Palmar-plantar erythrodysaesthesia syndrome,No,0.4592,7,3.030,28.6%
Paclitaxel,Nail toxicity,No,0.3939,1,9.647,0.0%
Paclitaxel,Arthralgia,No,0.4838,7,0.796,0.0%
Paclitaxel,Myalgia,No,0.4350,4,0.904,25.0%
Paclitaxel,Asthenia,Yes,0.5377,15,0.846,33.3%
Paclitaxel,Diarrhoea,Yes,0.6179,25,0.542,36.0%
Paclitaxel,Neuropathy peripheral,Yes,0.6059,21,2.957,47.6%
Paclitaxel,Dizziness,Yes,0.5132,12,1.015,33.3%
Paclitaxel,Gastrointestinal obstruction,No,0.4540,1,9.647,100.0%
Paclitaxel,Anaemia,Yes,0.5993,25,1.237,28.0%
Paclitaxel,General physical health deterioration,Yes,0.5599,14,2.971,35.7%
Paclitaxel,Bronchospasm,No,0.4749,5,9.061,0.0%
Paclitaxel,Discomfort,No,0.4255,2,3.406,50.0%
Paclitaxel,Rash,Yes,0.5401,15,0.635,6.7%
Paclitaxel,Drug hypersensitivity,No,0.4205,2,2.144,50.0%
Paclitaxel,Hypotension,No,0.4477,7,0.978,14.3%
Paclitaxel,Renal failure,Yes,0.5686,13,1.915,76.9%
Paclitaxel,Throat tightness,No,0.4264,3,6.207,0.0%
Paclitaxel,Cough,Yes,0.5366,16,2.012,12.5%
Paclitaxel,Cyanosis,Yes,0.5815,3,43.459,0.0%
Paclitaxel,Tachycardia,No,0.4779,9,3.629,0.0%
Paclitaxel,Swelling face,No,0.3690,1,0.556,0.0%
Paclitaxel,Dyspnoea,Yes,0.6084,28,1.326,21.4%
Paclitaxel,Sepsis,Yes,0.5481,12,1.269,91.7%
Paclitaxel,Herpes zoster,No,0.4345,1,0.615,100.0%
Paclitaxel,Disease progression,Yes,0.6325,32,1.137,34.4%
Paclitaxel,Metastases to bone,No,0.4872,8,3.806,25.0%
Paclitaxel,Metastases to liver,Yes,0.5232,11,4.379,36.4%
Paclitaxel,Nervous system disorder,No,0.4050,3,3.103,0.0%
Paclitaxel,Pleural effusion,No,0.4887,11,1.504,9.1%
Paclitaxel,Lung infiltration,No,0.3693,1,1.378,0.0%
Paclitaxel,Non-small cell lung cancer,No,0.4503,3,2.348,66.7%
Paclitaxel,Off label use,No,0.4626,8,0.544,0.0%
Paclitaxel,Septic shock,Yes,0.5032,7,2.205,85.7%
Paclitaxel,Pancytopenia,Yes,0.5159,11,1.490,54.5%
Paclitaxel,Pneumonitis,No,0.4564,7,1.028,42.9%
Paclitaxel,Chest pain,No,0.4310,4,0.642,50.0%
Paclitaxel,Second primary malignancy,No,0.4459,4,2.069,50.0%
Paclitaxel,Acute myeloid leukaemia,No,0.4573,2,1.447,100.0%
Paclitaxel,Myelodysplastic syndrome,No,0.4156,2,0.876,50.0%
Paclitaxel,Dehydration,No,0.4915,7,0.494,0.0%
Paclitaxel,Febrile neutropenia,Yes,0.6037,23,1.452,52.2%
Paclitaxel,Rash vesicular,No,0.4428,1,7.235,100.0%
Paclitaxel,Hepatic failure,No,0.4229,1,0.723,100.0%
Paclitaxel,Drug ineffective,No,0.4378,3,0.324,33.3%
Paclitaxel,Metastases to central nervous system,No,0.4436,5,1.340,60.0%
Paclitaxel,Proteinuria,No,0.4569,7,3.692,14.3%
Paclitaxel,Hypertension,Yes,0.5269,13,2.247,30.8%
Paclitaxel,Vitreous haemorrhage,No,0.3775,1,4.823,0.0%
Paclitaxel,Hyperhidrosis,No,0.4064,3,1.277,0.0%
Paclitaxel,Colonic abscess,No,0.4229,2,11.582,0.0%
Paclitaxel,Large intestine perforation,No,0.3655,1,0.933,0.0%
Paclitaxel,Breast cancer,No,0.4811,6,4.579,33.3%
Paclitaxel,Malignant neoplasm progression,Yes,0.5343,14,0.597,28.6%
Paclitaxel,Neutrophil count decreased,No,0.4882,9,1.661,11.1%
Paclitaxel,Haematotoxicity,No,0.4789,7,4.513,28.6%
Paclitaxel,Leukopenia,Yes,0.5236,11,3.163,36.4%
Paclitaxel,Capillary leak syndrome,No,0.3976,2,5.791,0.0%
Paclitaxel,Blood calcium increased,No,0.3724,1,4.823,0.0%
Paclitaxel,Constipation,No,0.4548,7,0.482,14.3%
Paclitaxel,Lethargy,No,0.3850,2,1.315,0.0%
Paclitaxel,Toxicity to various agents,No,0.3688,1,0.199,0.0%
Paclitaxel,Therapeutic response decreased,No,0.3879,2,3.216,0.0%
Paclitaxel,VIIth nerve paralysis,No,0.4565,5,7.249,0.0%
Paclitaxel,Death,Yes,0.6852,36,0.712,100.0%
Paclitaxel,Pancreatic carcinoma metastatic,Yes,0.6092,3,28.972,100.0%
Paclitaxel,Alopecia,Yes,0.5574,14,2.481,35.7%
Paclitaxel,Hypomagnesaemia,No,0.4150,3,1.296,33.3%
Paclitaxel,Thrombocytopenia,Yes,0.5359,16,1.024,18.8%
Paclitaxel,Neutropenia,Yes,0.6494,33,1.699,27.3%
Paclitaxel,Pain,Yes,0.5014,10,0.987,20.0%
Paclitaxel,Breast cancer metastatic,Yes,0.5638,10,5.811,80.0%
Paclitaxel,Pneumothorax,No,0.4254,4,4.139,25.0%
Paclitaxel,Metastases to lung,No,0.4657,6,4.834,33.3%
Paclitaxel,Tumour necrosis,Yes,0.5416,1,28.942,100.0%
Paclitaxel,Sudden death,No,0.4281,1,1.607,100.0%
Paclitaxel,Overdose,No,0.4279,1,1.808,100.0%
Paclitaxel,Invasive ductal breast carcinoma,No,0.4906,3,8.690,66.7%
Paclitaxel,Hyperprolactinaemia,No,0.4893,1,14.471,100.0%
Paclitaxel,Depression,No,0.4174,2,0.803,50.0%
Paclitaxel,Urosepsis,No,0.3620,1,1.808,0.0%
Paclitaxel,Urinary tract infection,No,0.4258,5,0.741,20.0%
Paclitaxel,Flushing,Yes,0.6033,14,8.863,0.0%
Paclitaxel,Arthropathy,No,0.3906,2,4.136,0.0%
Paclitaxel,Fatigue,Yes,0.6568,41,0.920,19.5%
Paclitaxel,Nausea,Yes,0.6291,29,0.605,20.7%
Paclitaxel,Cardiac arrest,No,0.4697,4,1.899,75.0%
Paclitaxel,Loss of consciousness,No,0.4435,4,1.899,50.0%
Paclitaxel,Transaminases increased,No,0.4292,4,1.755,50.0%
Paclitaxel,Ovarian failure,No,0.3939,1,9.647,0.0%
Paclitaxel,Amenorrhoea,No,0.3939,1,9.647,0.0%
Paclitaxel,Abdominal distension,No,0.4222,2,0.665,50.0%
Paclitaxel,Maternal exposure during pregnancy,No,0.3667,1,3.215,0.0%
Paclitaxel,Medication error,No,0.4600,1,4.823,0.0%
Paclitaxel,Hypersensitivity,Yes,0.5972,19,4.362,5.3%
Paclitaxel,Seizure,No,0.3856,2,1.231,0.0%
Paclitaxel,Neutrophil count abnormal,No,0.3683,1,2.226,0.0%
Paclitaxel,Coma hepatic,No,0.4893,1,14.471,100.0%
Paclitaxel,Neoplasm malignant,No,0.4352,1,0.507,100.0%
Paclitaxel,Depressed level of consciousness,No,0.4279,1,1.702,100.0%
Paclitaxel,Ascites,No,0.4719,5,1.591,80.0%
Paclitaxel,Skin necrosis,No,0.4416,1,5.788,100.0%
Paclitaxel,Dermatitis,No,0.4256,3,2.555,33.3%
Paclitaxel,Chills,No,0.4195,4,0.814,25.0%
Paclitaxel,Oedema peripheral,No,0.4630,9,1.837,33.3%
Paclitaxel,Dysphonia,No,0.4365,1,0.782,100.0%
Paclitaxel,Pyrexia,Yes,0.6165,28,1.031,17.9%
Paclitaxel,Mucosal inflammation,Yes,0.5659,12,3.228,83.3%
Paclitaxel,Speech disorder,No,0.4166,2,0.826,50.0%
Paclitaxel,Pruritus,Yes,0.4983,12,1.380,8.3%
Paclitaxel,Pericardial effusion,No,0.4006,4,1.868,0.0%
Paclitaxel,Radiation pneumonitis,No,0.3640,1,2.411,0.0%
Paclitaxel,Pneumocystis jirovecii pneumonia,No,0.3664,1,0.761,0.0%
Paclitaxel,Respiratory failure,Yes,0.5019,10,2.014,60.0%
Paclitaxel,Superinfection,No,0.4131,1,14.471,0.0%
Paclitaxel,Palpitations,No,0.3968,3,1.670,0.0%
Paclitaxel,Dysphagia,No,0.4323,5,1.011,40.0%
Paclitaxel,Non-cardiac chest pain,No,0.3622,1,2.067,0.0%
Paclitaxel,Hepatic steatosis,No,0.3660,1,2.894,0.0%
Paclitaxel,Metastases to skin,No,0.4448,3,5.793,33.3%
Paclitaxel,Hepatic enzyme increased,No,0.4623,2,0.741,100.0%
Paclitaxel,Vertigo,No,0.4504,3,2.020,66.7%
Paclitaxel,Balance disorder,No,0.4306,4,2.465,50.0%
Paclitaxel,Muscular weakness,No,0.4393,6,1.379,33.3%
Paclitaxel,Deafness unilateral,No,0.4887,2,9.652,100.0%
Paclitaxel,Hydrocephalus,No,0.4712,2,4.825,100.0%
Paclitaxel,Hypoaesthesia,Yes,0.4972,10,2.962,40.0%
Paclitaxel,Suicidal ideation,No,0.3624,1,3.215,0.0%
Paclitaxel,Skin infection,No,0.3630,1,2.226,0.0%
Paclitaxel,Deep vein thrombosis,No,0.3925,2,0.516,0.0%
Paclitaxel,Chest discomfort,No,0.3979,3,1.085,0.0%
Paclitaxel,Eyelid oedema,No,0.3692,1,2.631,0.0%
Paclitaxel,Blepharospasm,No,0.4651,1,28.942,0.0%
Paclitaxel,Abdominal pain,Yes,0.5637,18,1.598,27.8%
Paclitaxel,Dyspepsia,No,0.3887,2,0.540,0.0%
Paclitaxel,Hypokalaemia,No,0.4251,6,1.849,0.0%
Paclitaxel,Rhinorrhoea,No,0.4040,3,2.118,0.0%
Paclitaxel,Dry skin,No,0.4042,3,0.647,0.0%
Paclitaxel,Nail disorder,No,0.3718,1,1.033,0.0%
Paclitaxel,Conjunctivitis,No,0.3696,1,1.702,0.0%
Paclitaxel,Decreased appetite,Yes,0.5236,13,0.684,30.8%
Paclitaxel,Vomiting,Yes,0.5869,22,0.756,36.4%
Paclitaxel,Headache,No,0.4465,6,0.504,16.7%
Paclitaxel,Alanine aminotransferase increased,No,0.4330,4,0.646,25.0%
Paclitaxel,Blood alkaline phosphatase increased,No,0.3891,2,0.933,0.0%
Paclitaxel,Aspartate aminotransferase increased,No,0.3985,2,0.340,0.0%
Paclitaxel,Gastrointestinal perforation,No,0.4487,3,3.475,66.7%
Paclitaxel,Treatment failure,No,0.3705,1,1.113,0.0%
Paclitaxel,Ataxia,No,0.3630,1,2.226,0.0%
Paclitaxel,White blood cell count decreased,No,0.4924,10,0.860,10.0%
Paclitaxel,Thrombotic thrombocytopenic purpura,No,0.3610,1,2.894,0.0%
Paclitaxel,Bone pain,No,0.4043,4,1.412,0.0%
Paclitaxel,Transitional cell carcinoma,No,0.3682,1,3.617,0.0%
Paclitaxel,Micturition urgency,No,0.3660,1,2.894,0.0%
Paclitaxel,Incontinence,No,0.3667,1,3.215,0.0%
Paclitaxel,Pollakiuria,No,0.3748,1,0.742,0.0%
Paclitaxel,Urinary bladder polyp,No,0.3939,1,9.647,0.0%
Paclitaxel,Intestinal perforation,No,0.4424,3,1.809,66.7%
Paclitaxel,Hypophagia,Yes,0.5247,7,3.905,100.0%
Paclitaxel,Oropharyngeal pain,Yes,0.5314,8,3.627,100.0%
Paclitaxel,Pain in extremity,Yes,0.5515,13,1.915,61.5%
Paclitaxel,Oral candidiasis,Yes,0.6536,11,15.999,81.8%
Paclitaxel,Optic disc disorder,No,0.4651,1,28.942,0.0%
Paclitaxel,Papilloedema,No,0.4072,2,6.434,0.0%
Paclitaxel,Oedema,No,0.4094,3,1.071,0.0%
Paclitaxel,Blister,No,0.4445,4,2.897,0.0%
Paclitaxel,Toxic skin eruption,No,0.3802,2,2.895,0.0%
Paclitaxel,Photosensitivity reaction,No,0.4077,3,1.638,0.0%
Paclitaxel,Deafness,No,0.4352,1,0.933,100.0%
Paclitaxel,Lung adenocarcinoma,No,0.4299,1,1.378,100.0%
Paclitaxel,Pulmonary embolism,No,0.4752,10,1.494,50.0%
Paclitaxel,Anosmia,No,0.4613,1,9.647,100.0%
Paclitaxel,Diplopia,No,0.4224,2,2.757,50.0%
Paclitaxel,Feeling hot,No,0.4818,6,6.962,0.0%
Paclitaxel,Traumatic lung injury,No,0.4643,1,28.942,0.0%
Paclitaxel,Incorrect route of drug administration,No,0.4395,2,6.434,50.0%
Paclitaxel,Neoplasm,No,0.3727,1,0.689,0.0%
Paclitaxel,Pulmonary cavitation,No,0.4613,1,9.647,100.0%
Paclitaxel,Haemorrhage,No,0.4241,3,1.315,33.3%
Paclitaxel,Fall,No,0.4030,3,0.492,0.0%
Paclitaxel,Lumbar vertebral fracture,No,0.3952,1,9.647,0.0%
Paclitaxel,Cardiac failure congestive,No,0.4815,3,1.113,100.0%
Paclitaxel,Pneumonia,Yes,0.5283,11,0.598,63.6%
Paclitaxel,Hypocalcaemia,No,0.4312,4,2.633,50.0%
Paclitaxel,Intra-abdominal haemorrhage,No,0.3639,1,4.134,0.0%
Paclitaxel,Prothrombin time ratio decreased,No,0.4643,1,28.942,0.0%
Paclitaxel,Drug interaction,No,0.3674,1,0.507,0.0%
Paclitaxel,Convulsion,No,0.4435,3,1.523,66.7%
Paclitaxel,Lymphadenopathy,No,0.4273,4,1.608,25.0%
Paclitaxel,Metastases to lymph nodes,No,0.4515,5,4.263,20.0%
Paclitaxel,Papillary thyroid cancer,No,0.4134,1,14.471,0.0%
Paclitaxel,Hypertensive crisis,No,0.4249,3,7.242,0.0%
Paclitaxel,Acute pulmonary oedema,No,0.3688,1,2.411,0.0%
Paclitaxel,Back pain,Yes,0.5134,13,1.625,7.7%
Paclitaxel,Tumour lysis syndrome,No,0.3670,1,0.466,0.0%
Paclitaxel,Thymoma,No,0.3929,1,0.000,0.0%
Paclitaxel,Condition aggravated,No,0.3675,1,0.705,0.0%
Paclitaxel,Tachypnoea,No,0.3640,1,2.411,0.0%
